trade_id,strategy,regime,ticker,date,side,entry_price,exit_price,entry_time,exit_time,pnl_pct,pnl_dollars,gross_pnl_pct,total_costs,exit_reason,bars_held
1,MeanReversion,CHOPPY,NVDA,2026-01-05,short,191.71,191.94,2026-01-05T12:07:00+00:00,2026-01-05T13:57:00+00:00,-0.15,-29.38,-0.12,0,trailing_stop,0
2,MeanReversion,CHOPPY,NVDA,2026-01-05,short,193.26,192.97,2026-01-05T14:31:00+00:00,2026-01-05T14:34:00+00:00,0.11,22.09,0.15,0,trailing_stop,0
3,MeanReversion,CHOPPY,NVDA,2026-01-05,long,191.95,191.1,2026-01-05T14:36:00+00:00,2026-01-05T14:39:00+00:00,-0.48,-91.38,-0.44,0,trailing_stop,0
4,MeanReversion,CHOPPY,NVDA,2026-01-05,long,191.1,190.4,2026-01-05T14:39:00+00:00,2026-01-05T14:41:00+00:00,-0.4,-76.36,-0.37,0,trailing_stop,0
5,MeanReversion,CHOPPY,NVDA,2026-01-05,long,190.4,190.23,2026-01-05T14:41:00+00:00,2026-01-05T14:44:00+00:00,-0.12,-23.35,-0.09,0,trailing_stop,0
6,MeanReversion,CHOPPY,NVDA,2026-01-05,long,190.18,189.86,2026-01-05T15:00:00+00:00,2026-01-05T15:23:00+00:00,-0.2,-38.34,-0.17,0,trailing_stop,0
7,MeanReversion,CHOPPY,NVDA,2026-01-05,long,189.86,189.66,2026-01-05T15:23:00+00:00,2026-01-05T15:37:00+00:00,-0.14,-25.84,-0.1,0,trailing_stop,0
8,MeanReversion,CHOPPY,NVDA,2026-01-05,long,189.66,189.31,2026-01-05T15:37:00+00:00,2026-01-05T15:44:00+00:00,-0.22,-41.83,-0.19,0,trailing_stop,0
9,MeanReversion,CHOPPY,NVDA,2026-01-05,long,189.31,189.98,2026-01-05T15:44:00+00:00,2026-01-05T15:55:00+00:00,0.32,60.66,0.35,0,end_of_day,0
10,Momentum,TRENDING,NVDA,2026-01-06,short,189.04,189.18,2026-01-06T10:12:00+00:00,2026-01-06T10:15:00+00:00,-0.11,-20.32,-0.07,0,stop_loss,0
11,Momentum,TRENDING,NVDA,2026-01-06,short,189.44,190.64,2026-01-06T14:40:00+00:00,2026-01-06T14:46:00+00:00,-0.67,-126.34,-0.63,0,stop_loss,0
12,MeanReversion,CHOPPY,NVDA,2026-01-07,short,188.72,187.38,2026-01-07T14:27:00+00:00,2026-01-07T14:30:00+00:00,0.68,128.2,0.71,0,trailing_stop,0
13,MeanReversion,CHOPPY,NVDA,2026-01-07,long,187.06,187.57,2026-01-07T14:31:00+00:00,2026-01-07T14:32:00+00:00,0.24,44.72,0.27,0,trailing_stop,0
14,MeanReversion,CHOPPY,NVDA,2026-01-07,short,188.64,188.88,2026-01-07T14:44:00+00:00,2026-01-07T14:52:00+00:00,-0.16,-30.31,-0.13,0,trailing_stop,0
15,MeanReversion,CHOPPY,NVDA,2026-01-07,short,188.88,189.65,2026-01-07T14:52:00+00:00,2026-01-07T14:55:00+00:00,-0.44,-83.32,-0.41,0,trailing_stop,0
16,MeanReversion,CHOPPY,NVDA,2026-01-07,short,189.65,189.83,2026-01-07T14:55:00+00:00,2026-01-07T15:00:00+00:00,-0.13,-24.34,-0.09,0,trailing_stop,0
17,MeanReversion,CHOPPY,NVDA,2026-01-07,short,190.57,189.03,2026-01-07T15:34:00+00:00,2026-01-07T15:38:00+00:00,0.77,147.66,0.81,0,trailing_stop,0
18,MeanReversion,CHOPPY,NVDA,2026-01-07,short,189.82,189.47,2026-01-07T15:40:00+00:00,2026-01-07T15:41:00+00:00,0.15,29.16,0.19,0,trailing_stop,0
19,MeanReversion,CHOPPY,NVDA,2026-01-07,long,188.57,189.38,2026-01-07T15:43:00+00:00,2026-01-07T15:44:00+00:00,0.39,74.18,0.43,0,trailing_stop,0
20,MeanReversion,CHOPPY,NVDA,2026-01-07,short,189.99,190.4,2026-01-07T15:47:00+00:00,2026-01-07T15:49:00+00:00,-0.25,-47.85,-0.22,0,trailing_stop,0
21,MeanReversion,CHOPPY,NVDA,2026-01-07,short,190.4,189.71,2026-01-07T15:49:00+00:00,2026-01-07T15:55:00+00:00,0.33,62.66,0.36,0,end_of_day,0
22,MeanReversion,CHOPPY,NVDA,2026-01-08,long,189.0,188.59,2026-01-08T14:28:00+00:00,2026-01-08T14:31:00+00:00,-0.25,-47.31,-0.22,0,trailing_stop,0
23,MeanReversion,CHOPPY,NVDA,2026-01-08,long,188.22,187.91,2026-01-08T14:34:00+00:00,2026-01-08T14:37:00+00:00,-0.2,-36.8,-0.16,0,trailing_stop,0
24,MeanReversion,CHOPPY,NVDA,2026-01-08,long,187.91,187.75,2026-01-08T14:37:00+00:00,2026-01-08T14:41:00+00:00,-0.12,-22.29,-0.09,0,trailing_stop,0
25,MeanReversion,CHOPPY,NVDA,2026-01-08,long,187.75,187.26,2026-01-08T14:41:00+00:00,2026-01-08T14:42:00+00:00,-0.29,-55.29,-0.26,0,trailing_stop,0
26,MeanReversion,CHOPPY,NVDA,2026-01-08,long,187.26,186.82,2026-01-08T14:42:00+00:00,2026-01-08T14:48:00+00:00,-0.27,-50.27,-0.23,0,trailing_stop,0
27,MeanReversion,CHOPPY,NVDA,2026-01-08,long,186.11,185.66,2026-01-08T15:13:00+00:00,2026-01-08T15:21:00+00:00,-0.28,-51.25,-0.24,0,trailing_stop,0
28,MeanReversion,CHOPPY,NVDA,2026-01-08,long,185.66,185.84,2026-01-08T15:21:00+00:00,2026-01-08T15:36:00+00:00,0.06,11.75,0.1,0,trailing_stop,0
29,MeanReversion,CHOPPY,NVDA,2026-01-08,long,185.84,186.29,2026-01-08T15:36:00+00:00,2026-01-08T15:39:00+00:00,0.21,38.75,0.24,0,trailing_stop,0
30,MeanReversion,CHOPPY,NVDA,2026-01-08,long,185.97,185.7,2026-01-08T15:49:00+00:00,2026-01-08T15:52:00+00:00,-0.18,-33.25,-0.15,0,trailing_stop,0
31,MeanReversion,CHOPPY,NVDA,2026-01-08,long,185.7,185.28,2026-01-08T15:52:00+00:00,2026-01-08T15:55:00+00:00,-0.26,-48.24,-0.23,0,end_of_day,0
32,VWAPMagnet,MIXED,NVDA,2026-01-09,short,186.77,186.0,2026-01-09T11:42:00+00:00,2026-01-09T11:46:00+00:00,0.38,70.74,0.41,0,take_profit,0
33,VWAPMagnet,MIXED,NVDA,2026-01-09,long,183.92,184.76,2026-01-09T14:31:00+00:00,2026-01-09T14:36:00+00:00,0.42,77.79,0.46,0,take_profit,0
